"Scientific" "BodyMass.Value" "Trophic_level" "Lifespan"
"Kerivoula muscina" 5.15 NA NA
"Kerivoula myrella" 6.5 NA NA
"Kerivoula papillosa" 9.8 3 NA
"Kerivoula pellucida" 4.13 NA NA
"Kerivoula phalaena" 3 NA NA
"Kerivoula picta" 4.5 NA NA
"Kerivoula whiteheadi" 3.95 NA NA
"Kerivoula intermedia" 3.55 NA NA
"Phoniscus papuensis" 6.32 NA NA
"Phoniscus jagorii" 4.7 NA NA
"Phoniscus atrox" 4.81 NA NA
"Phoniscus aerosa" 5.23 NA NA
"Mormoops blainvillei" 8.69 3 NA
"Mormoops megalophylla" 15.81 3 NA
"Mormoops magna" 11.72 NA NA
"Pteronotus davyi" 9.21 3 NA
"Pteronotus gymnonotus" 14.43 3 NA
"Pteronotus quadridens" 5.16 3 NA
"Pteronotus macleayii" 5.35 3 NA
"Pteronotus parnellii" 19.67 3 NA
"Pteronotus pristinus" 9.25 NA NA
"Pteronotus personatus" 8.71 3 NA
"Noctilio leporinus" 58.32 NA 11.8
"Noctilio albiventris" 30.85 2 NA
"Amorphochilus schnablii" 3.3 3 NA
"Furipterus horrens" 3.18 3 NA
"Thyroptera discifera" 3.1 NA NA
"Thyroptera lavali" 3.67 NA NA
"Thyroptera tricolor" 4.36 3 NA
"Chilonatalus micropus" 2.5 3 NA
"Chilonatalus tumidifrons" 3.62 3 NA
"Natalus jamaicensis" 5.76 NA NA
"Natalus major" 5.76 NA NA
"Natalus primus" 5.76 NA NA
"Natalus tumidirostris" 6.05 3 NA
"Natalus stramineus" 5.48 3 4.83
"Nyctiellus lepidus" 4.48 3 NA
"Manis crassicaudata" 8457.33 3 13.5
"Manis pentadactyla" 4675 3 NA
"Manis culionensis" 5982.25 NA NA
"Manis javanica" 5150 3 NA
"Manis temminckii" 7179.93 3 NA
"Manis gigantea" 32999.7 NA NA
"Manis tetradactyla" 2749.98 NA NA
"Manis tricuspis" 2066.67 NA NA
"Acinonyx jubatus" 46700 3 20.5
"Caracal caracal" 13749.91 3 20.3
"Catopuma badia" 2500 NA NA
"Catopuma temminckii" 11500 3 23
"Felis catus" 2884.8 NA 30
"Felis silvestris" 5099.99 3 19
"Felis nigripes" 1299.99 3 15.6
"Felis margarita" 2524.99 3 13.9
"Felis chaus" 7392.98 3 20
"Felis bieti" 5500 NA NA
"Felis manul" 3050 3 15.9
"Leopardus guigna" 5157.94 NA NA
"Leopardus tigrinus" 2250 NA 21.9
"Leopardus pardalis" 11900.08 3 28.2
"Leopardus wiedii" 3249.97 3 24
"Leopardus geoffroyi" 5157.94 NA 23
"Leopardus colocolo" 5157.94 NA 19.6
"Leopardus braccatus" 5157.94 NA NA
"Leopardus pajeros" 5157.94 NA NA
"Leopardus jacobitus" 8133.78 3 NA
"Leptailurus serval" 11999.97 3 22.4
"Lynx pardinus" 9400 3 NA
"Lynx rufus" 8904.1 3 32.3
"Lynx lynx" 17950 3 23.7
"Lynx canadensis" 9373.25 3 26.8
"Pardofelis marmorata" 2854.25 3 NA
"Prionailurus bengalensis" 3300 3 17
"Prionailurus iriomotensis" 3700 NA NA
"Prionailurus planiceps" 6750 2 14
"Prionailurus rubiginosus" 1384.38 3 17.9
"Prionailurus viverrinus" 9140.33 3 17.2
"Profelis aurata" 10650.01 3 21
"Puma yagouaroundi" 6875 2 18.6
"Puma concolor" 51600.04 3 23.8
"Neofelis nebulosa" 19675.75 3 19.8
"Panthera leo" 161499.06 3 27
"Panthera tigris" 162564 3 26.3
"Panthera onca" 1e+05 3 28
"Panthera pardus" 52038.22 3 27.3
"Uncia uncia" 44167 3 21.2
"Prionodon linsang" 700 2 10.7
"Prionodon pardicolor" 512 2 NA
"Civettictis civetta" 11999.97 2 28
"Genetta tigrina" 2225 2 21.3
"Genetta abyssinica" 1649.99 NA NA
"Genetta angolensis" 1649.99 NA NA
"Genetta bourloni" 1821.97 NA NA
"Genetta cristata" 1863.23 3 34
"Genetta genetta" 1800 2 22.7
"Genetta johnstoni" 2225 NA NA
"Genetta pardina" 1821.97 NA NA
"Genetta poensis" 1821.97 NA NA
"Genetta thierryi" 1400.01 NA NA
"Genetta victoriae" 2999.99 NA NA
"Genetta servalina" 1054.99 2 NA
"Genetta piscivora" 1648.05 3 NA
"Genetta maculata" 2225 2 20
"Poiana richardsonii" 500 2 5.333333333
"Poiana leightoni" 500 NA NA
"Viverra civettina" 12793.81 2 15.4
"Viverra zibetha" 9500 2 21.7
"Viverra tangalunga" 6885 2 15
"Viverra megaspila" 9250 NA NA
"Viverricula indica" 2908.43 2 10.5
"Arctictis binturong" 9875 1 27
"Arctogalidia trivirgata" 2250 2 16.1
"Macrogalidia musschenbroekii" 4000 2 NA
"Paguma larvata" 4300 2 27.4
"Paradoxurus zeylonensis" 2780.75 2 NA
"Paradoxurus jerdoni" 2780.75 2 12
"Paradoxurus hermaphroditus" 3156.66 2 24.5
"Chrotogale owstoni" 3250 2 NA
"Cynogale bennettii" 4500 2 5
"Diplogale hosei" 3124.89 2 NA
"Hemigalus derbyanus" 2322.5 2 16
"Cryptoprocta ferox" 9500 3 23.1
"Eupleres goudotii" 3000 2 NA
"Fossa fossana" 1500 2 21.4
"Galidia elegans" 800 2 26
"Galidictis grandidieri" 1400 3 NA
"Galidictis fasciata" 550 3 NA
"Mungotictis decemlineata" 650 3 NA
"Salanoia concolor" 650 2 4.8
"Nandinia binotata" 2000 1 21
"Atilax paludinosus" 3299.97 2 20.8
"Bdeogale crassicauda" 1549.99 3 NA
"Bdeogale jacksoni" 2500 3 NA
"Bdeogale nigripes" 2500 2 15.8
"Crossarchus platycephalus" 1250 NA NA
"Crossarchus obscurus" 1250 2 13.3
"Crossarchus ansorgei" 700 2 NA
"Crossarchus alexandri" 1500 NA NA
"Cynictis penicillata" 836.01 3 15.2
"Dologale dybowskii" 350 NA NA
"Galerella sanguinea" 550 2 12.6
"Galerella pulverulenta" 797 3 11.7
"Galerella flavescens" 750 NA NA
"Galerella ochracea" 690.18 NA NA
"Helogale hirtula" 289 3 NA
"Helogale parvula" 300 3 18
"Herpestes brachyurus" 1853.52 3 NA
"Herpestes vitticollis" 2575.59 NA 12.8
"Herpestes urva" 1863.2 2 13.3
"Herpestes smithii" 1781.95 2 17.8
"Herpestes semitorquatus" 1916.01 NA NA
"Herpestes naso" 2999.99 3 NA
"Herpestes javanicus" 750 2 16.6
"Herpestes ichneumon" 5174.98 2 20
"Herpestes edwardsi" 1304.67 2 12.3
"Herpestes fuscus" 1984.74 NA NA
"Ichneumia albicauda" 3500.02 3 14.8
"Liberiictis kuhni" 2150.01 2 NA
"Mungos mungo" 1925 3 17.4
"Mungos gambianus" 1500 2 NA
"Paracynictis selousi" 1639.99 3 NA
"Rhynchogale melleri" 2500 2 NA
"Suricata suricatta" 725.5 3 20.6
"Crocuta crocuta" 66492.06 3 41.1
"Hyaena hyaena" 41705.11 2 25
"Hyaena brunnea" 42977.93 2 31.9
"Proteles cristata" 8139.39 3 20
"Vulpes vulpes" 5476.17 3 21.3
"Vulpes cana" 936.85 2 10
"Vulpes chama" 2955.02 2 10
"Vulpes corsac" 2400 2 13
"Vulpes ferrilata" 5000 3 NA
"Vulpes rueppellii" 3249.97 3 14.3
"Vulpes zerda" 1100 2 16.3
"Vulpes bengalensis" 2726 2 10
"Vulpes velox" 2197.51 3 15.9
"Vulpes lagopus" 3584.37 3 16.3
"Vulpes macrotis" 4499.97 NA 15.8
"Vulpes pallida" 2800.01 2 16
"Atelocynus microtis" 7749.97 3 11.9
"Canis aureus" 10345.23 2 18.8
"Canis latrans" 13406.33 3 21.8
"Canis lupus" 32183.33 3 20.6
"Canis mesomelas" 8500.02 2 16.7
"Canis simensis" 10000 3 NA
"Canis adustus" 10249.91 2 13.7
"Cerdocyon thous" 5239.98 2 12.7
"Chrysocyon brachyurus" 23249.84 2 16.8
"Cuon alpinus" 14173.33 3 16.1
"Dusicyon australis" 50003.45 3 NA
"Lycalopex fulvipes" 5146.58 NA NA
"Lycalopex vetulus" 4233.47 2 12.6
"Lycalopex sechurae" 4234 2 9.9
"Lycalopex griseus" 5146.58 NA 10.9
"Lycalopex culpaeus" 8616.24 3 13.1
"Lycalopex gymnocercus" 4542.67 2 13.7
"Lycaon pictus" 22050.07 3 17
"Nyctereutes procyonoides" 4040 2 16.6
"Otocyon megalotis" 4150.02 3 17
"Speothos venaticus" 5999.98 3 14.1
"Urocyon cinereoargenteus" 3833.72 2 16.2
"Urocyon littoralis" 1896 2 8
"Odobenus rosmarus" 825000 2 40
"Cystophora cristata" 288333.5 2 35
"Erignathus barbatus" 280000 2 31.4525
"Halichoerus grypus" 157667 3 42.9
"Histriophoca fasciata" 90000 2 31
"Hydrurga leptonyx" 360000 2 26
"Leptonychotes weddellii" 4e+05 2 25
"Lobodon carcinophaga" 224999.99 3 39
"Mirounga angustirostris" 750000 2 20.29166667
"Mirounga leonina" 1600000 3 23
"Monachus tropicalis" 2e+05 3 NA
"Monachus schauinslandi" 223000 2 30
"Monachus monachus" 292500 2 23.7
"Ommatophoca rossii" 250000 3 21
"Pagophilus groenlandicus" 132250 2 42
"Phoca vitulina" 1e+05 3 47.6
"Phoca largha" 150000 2 35.51083333
"Pusa caspica" 62326.2 3 50
"Pusa sibirica" 89499.99 3 56
"Pusa hispida" 70963.6 2 46
"Mustela sibirica" 405 3 8.8
"Mustela itatsi" 57 NA NA
"Mustela eversmanii" 1684.21 3 9.1
"Mustela erminea" 119.38 3 12.5
"Mustela subpalmata" 350.52 NA NA
"Mustela strigidorsa" 1500 NA NA
"Mustela putorius" 915.37 3 11.1
"Mustela nivalis" 103.88 3 9.1
"Mustela nigripes" 850 3 9.4
"Mustela lutreolina" 706.6 3 NA
"Mustela nudipes" 500 NA NA
"Mustela kathiah" 208.08 3 NA
"Mustela frenata" 147 3 8.8
"Mustela felipei" 211.3 NA NA
"Mustela altaica" 171 3 NA
"Mustela africana" 536.99 NA NA
"Mustela lutreola" 440 3 8.4
"Arctonyx collaris" 6356 2 15.8
"Eira barbara" 3910.03 2 22.3
"Galictis cuja" 1000 3 10.2
"Galictis vittata" 3200 NA 12.5
"Gulo gulo" 17012.56 3 19.5
"Ictonyx striatus" 1299.99 2 14
"Ictonyx libyca" 2062.5 2 5
"Lyncodon patagonicus" 225 NA NA
"Martes flavigula" 1842.5 3 16
"Martes foina" 1540.8 3 18.2
"Martes gwatkinsii" 2043 2 NA
"Martes martes" 1300 3 18.2
"Martes melampus" 1000 NA NA
"Martes pennanti" 4000 3 14.3
"Martes zibellina" 1130 2 18.4
"Martes americana" 1250 3 17.8
"Meles meles" 13000 3 18.6
"Meles leucurus" 13000 NA NA
"Meles anakuma" 13000 NA NA
"Mellivora capensis" 8500 2 31.3
"Melogale everetti" 1500 2 NA
"Melogale moschata" 805.25 2 19
"Melogale orientalis" 2000 NA NA
"Melogale personata" 1702.5 2 NA
"Neovison vison" 1150 NA 11.4
"Neovison macrodon" 1150 NA NA
"Poecilogale albinucha" 340 3 5.2
"Taxidea taxus" 7107.55 3 25
"Vormela peregusna" 450.38 3 8.8
"Aonyx capensis" 18999.84 2 14.2
"Aonyx cinerea" 3527.59 3 10.08333333
"Enhydra lutris" 23500 2 27
"Hydrictis maculicollis" 4180.53 3 22.9
"Lontra provocax" 7499.98 3 NA
"Lontra canadensis" 8087.42 3 27
"Lontra felina" 30600 3 NA
"Lontra longicaudis" 6554.96 3 NA
"Lutra nippon" 6951.14 NA NA
"Lutra sumatrana" 5500 3 NA
"Lutra lutra" 8785.14 3 18.2
"Lutrogale perspicillata" 9483.33 3 15
"Pteronura brasiliensis" 23999.93 3 17.3
"Ailuropoda melanoleuca" 108400 1 36.8
"Helarctos malayanus" 46500 1 35.9
"Melursus ursinus" 93130 2 33.3
"Tremarctos ornatus" 140000.63 2 39
"Ursus americanus" 99949.36 1 34
"Ursus arctos" 180520.42 2 40
"Ursus maritimus" 388750.36 2 43.8
"Ursus thibetanus" 77500 1 39.2
"Arctocephalus philippii" 95000 2 NA
"Arctocephalus australis" 45000 2 30.6
"Arctocephalus gazella" 97500 3 23
"Arctocephalus pusillus" 178500 3 32.1
"Arctocephalus townsendi" 105000 3 24
"Arctocephalus tropicalis" 84000 2 23
"Arctocephalus galapagoensis" 27000 2 22
"Arctocephalus forsteri" 101250 2 15
"Callorhinus ursinus" 45133 2 35
"Eumetopias jubatus" 310000 2 32.8
"Neophoca cinerea" 190000 2 24.1
"Otaria flavescens" 193670.53 2 29
"Phocarctos hookeri" 112300 2 NA
"Zalophus californianus" 80000 2 35.7
"Zalophus japonicus" 80000 NA NA
"Zalophus wollebaeki" 80000 NA NA
"Conepatus chinga" 1917.52 NA 10
"Conepatus humboldtii" 328 3 NA
"Conepatus leuconotus" 3500.02 3 10.2
"Conepatus semistriatus" 1200 2 NA
"Mephitis macroura" 801.25 3 NA
"Mephitis mephitis" 2085.02 2 13.9
"Mydaus javanensis" 2500 2 NA
"Mydaus marchei" 1414.2 NA NA
"Spilogale angustifrons" 334.37 NA NA
"Spilogale gracilis" 466.5 NA NA
"Spilogale putorius" 341 2 10.5
"Spilogale pygmaea" 235 2 NA
"Spilogale aquaticus" 283.08 NA NA
"Bassaricyon alleni" 1235.01 NA 25.2
"Bassaricyon beddardi" 1235.01 NA NA
"Bassaricyon gabbii" 1250 2 21.8
"Bassaricyon lasius" 1200 NA NA
"Bassaricyon pauli" 1200 NA NA
"Bassariscus astutus" 1129.51 2 19
"Bassariscus sumichrasti" 899.99 2 24
"Nasua nasua" 3793.85 2 23.7
"Nasua narica" 4030.05 2 26.4
"Nasuella olivacea" 1339.99 2 NA
"Potos flavus" 3000 2 38.4
"Procyon cancrivorus" 6949.92 2 19
"Procyon lotor" 5524.97 2 21
"Procyon pygmaeus" 2500 2 NA
"Ailurus fulgens" 4900 1 19
"Equus burchellii" 276000 1 40
"Equus quagga" 4e+05 NA 38
"Equus zebra" 286998.75 1 33.2
"Equus kiang" 275000 NA 30.1
"Equus caballus" 250000 1 57
"Equus asinus" 244999.25 NA 47
"Equus grevyi" 407999.85 1 31
"Equus hemionus" 240000 1 31.6
"Tapirus bairdii" 299999.13 1 NA
"Tapirus indicus" 296250 1 30
"Tapirus pinchaque" 148949.83 1 28.5
"Tapirus terrestris" 207500.91 2 39.6
"Ceratotherium simum" 2949986.31 1 45
"Dicerorhinus sumatrensis" 1266667 1 32.8
"Diceros bicornis" 1180510.9 1 49
"Rhinoceros sondaicus" 1750000 1 40
"Rhinoceros unicornis" 1602333 1 43.5
"Sus celebensis" 55000 2 NA
"Sus ahoenobarbus" 73569.74 NA NA
"Sus verrucosus" 81250 2 17
"Sus scrofa" 96118.09 2 27
"Sus salvanius" 7718 2 14
"Sus oliveri" 73569.74 NA NA
"Sus cebifrons" 190792.3 2 NA
"Sus bucculentus" 81648.19 NA NA
"Sus barbatus" 96666.67 2 16.2
"Sus philippensis" 190792.3 2 NA
"Babyrousa babyrussa" 1e+05 2 22.9
"Babyrousa togeanensis" 1e+05 NA NA
"Babyrousa celebensis" 1e+05 NA NA
"Babyrousa bolabatuensis" 1e+05 NA NA
"Phacochoerus africanus" 82500 1 20.9
"Phacochoerus aethiopicus" 71000.27 1 18.8
"Hylochoerus meinertzhageni" 188500 1 18
"Potamochoerus larvatus" 48781.25 2 NA
"Potamochoerus porcus" 70000.32 2 22
"Catagonus wagneri" 35566.41 2 9
"Pecari tajacu" 21266.69 1 31.5
"Tayassu pecari" 32233.69 2 28.5
"Hexaprotodon liberiensis" 235001.16 1 42.3
"Hippopotamus amphibius" 1417489.99 2 61.2
"Camelus bactrianus" 690000 1 35.4
"Camelus dromedarius" 601000 1 28.4
"Lama glama" 142500 1 33.7
"Vicugna vicugna" 47499.61 1 31.6
"Neotragus moschatus" 6499.95 1 13.5
"Neotragus pygmaeus" 4000 1 11.1
"Neotragus batesi" 2999.99 1 14
"Oreotragus oreotragus" 12999.9 1 25.9
"Ammodorcas clarkei" 28049.81 NA 3
"Antidorcas marsupialis" 31500 1 19.8
"Antilope cervicapra" 37500 1 23.9
"Dorcatragus megalotis" 10249.91 1 14
"Eudorcas rufina" 40000 NA NA
"Eudorcas thomsonii" 22907.43 1 20
"Eudorcas rufifrons" 26999.77 NA 14.5
"Gazella subgutturosa" 28500 1 16.3
"Gazella spekei" 20000 NA 12.67
"Gazella erlangeri" 20360.12 NA NA
"Gazella gazella" 22749.93 1 18.3
"Gazella dorcas" 23000.11 2 23.7
"Gazella arabica" 12000 1 11.33
"Gazella cuvieri" 25000 NA 17.9
"Gazella saudiya" 16000 NA NA
"Gazella leptoceros" 22200 1 14.6
"Gazella bennettii" 18916.67 NA NA
"Litocranius walleri" 37999.69 1 17.3
"Madoqua kirkii" 5300.05 1 17.3
"Madoqua saltiana" 3249.97 1 14
"Madoqua piacentinii" 2500 1 14
"Madoqua guentheri" 7499.98 1 17.5
"Nanger granti" 55464.46 1 19.7
"Nanger soemmerringii" 41582.93 NA 15.5
"Nanger dama" 71424.81 1 19.3
"Ourebia ourebi" 17250.04 1 15.9
"Procapra gutturosa" 27750 1 12
"Procapra przewalskii" 27500 NA NA
"Procapra picticaudata" 20000 NA NA
"Raphicerus melanotis" 10249.91 1 14
"Raphicerus sharpei" 9499.92 1 14
"Raphicerus campestris" 10500.02 1 9.3
"Saiga borealis" 29000 NA NA
"Saiga tatarica" 29000 1 12
"Taurotragus oryx" 569993.63 1 26.1
"Taurotragus derbianus" 680000 1 20.3
"Tetracerus quadricornis" 19000 1 17.4
"Tragelaphus eurycerus" 329003.11 1 21.9
"Tragelaphus scriptus" 43250.39 1 15.3
"Tragelaphus strepsiceros" 213501.04 1 23.5
"Tragelaphus angasii" 86600.42 1 18.5
"Tragelaphus imberbis" 81575.55 1 19.8
"Tragelaphus buxtoni" 215000.76 1 11
"Tragelaphus spekii" 77999.17 1 22.6
"Bison bonasus" 5e+05 1 26.4
"Bison bison" 579255.28 1 33.5
"Bos frontalis" 8e+05 1 26.2
"Bos grunniens" 416500 1 26.3
"Bos taurus" 9e+05 NA 20
"Bos sauveli" 8e+05 1 NA
"Bos javanicus" 625000 1 27.1
"Boselaphus tragocamelus" 169000 1 21.7
"Bubalus bubalis" 431250 1 34.9
"Bubalus quarlesi" 150000 1 29.2
"Bubalus mindorensis" 233333.33 1 28
"Bubalus depressicornis" 3e+05 1 36.1
"Pseudoryx nghetinhensis" 97842.2 1 NA
"Syncerus caffer" 580002.68 1 29.8
"Kobus kob" 78500.06 1 21.9
"Kobus leche" 110749.05 1 25.4
"Kobus megaceros" 87500.39 NA 21.1
"Kobus vardonii" 71500.65 1 NA
"Kobus ellipsiprymnus" 210000.34 1 30
"Pelea capreolus" 20000 1 12.33
"Redunca arundinum" 58000.27 1 16.8
"Redunca fulvorufula" 29499.86 1 15
"Redunca redunca" 44050.41 1 18
"Aepyceros melampus" 52500.08 1 25.6
"Alcelaphus caama" 176115.97 NA 15.33
"Alcelaphus lichtensteinii" 168695.66 1 NA
"Alcelaphus buselaphus" 171001.53 1 22.5
"Beatragus hunteri" 79132.17 1 15.17
"Connochaetes taurinus" 179998.96 1 24.3
"Connochaetes gnou" 179998.96 1 21.8
"Damaliscus pygargus" 102000 NA 23
"Damaliscus superstes" 120837.92 NA NA
"Damaliscus lunatus" 136000.34 1 23.6
"Damaliscus korrigum" 127194.87 NA 12.58
"Ammotragus lervia" 48000 1 21.7
"Budorcas taxicolor" 302000 1 21.9
"Capra hircus" 54250 1 20.8
"Capra falconeri" 41000 1 19.1
"Capra ibex" 85166.51 1 20.9
"Capra caucasica" 55000 NA 20.2
"Capra nubiana" 62624.84 NA 22.4
"Capra pyrenaica" 50000 1 16
"Capra sibirica" 130000 NA 22.3
"Capra walie" 1e+05 NA NA
"Capricornis swinhoei" 69093.52 NA NA
"Capricornis milneedwardsii" 69093.52 NA NA
"Capricornis sumatraensis" 110942.22 1 18.5
"Capricornis rubidus" 69093.52 NA NA
"Capricornis crispus" 43030.64 NA 24
"Capricornis thar" 69093.52 NA NA
"Hemitragus jayakari" 23000 1 14
"Hemitragus hylocrius" 75000 1 17.3
"Hemitragus jemlahicus" 35200 1 21.8
"Naemorhedus caudatus" 27000 NA 20.3
"Naemorhedus goral" 28500 1 17.6
"Naemorhedus griseus" 27655.49 NA 17.33
"Naemorhedus baileyi" 27487.5 NA 19
"Oreamnos americanus" 72500.33 1 20.8
"Ovibos moschatus" 340501.06 1 27.4
"Ovis canadensis" 74644.88 1 20.6
"Ovis nivicola" 90000 NA NA
"Ovis dalli" 55650.62 1 19.6
"Ovis aries" 50000 1 22.8
"Ovis ammon" 180000 1 16.8
"Pantholops hodgsonii" 27500 NA NA
"Pseudois schaeferi" 29250 NA NA
"Pseudois nayaur" 45000 1 20.9
"Rupicapra pyrenaica" 30000 NA NA
"Rupicapra rupicapra" 26100 1 17.6
"Cephalophus rufilatus" 11999.97 2 15.2
"Cephalophus zebra" 17500.08 2 12.17
"Cephalophus weynsi" 17000 NA 15.2
"Cephalophus silvicultor" 72500.33 2 22.5
"Cephalophus ogilbyi" 20000 NA NA
"Cephalophus nigrifrons" 13899.85 1 17.9
"Cephalophus natalensis" 11999.97 1 15.2
"Cephalophus leucogaster" 12699.89 2 5.33
"Cephalophus adersi" 9249.96 1 4.08
"Cephalophus jentinki" 70000.32 1 21
"Cephalophus brookei" 20863.36 NA NA
"Cephalophus dorsalis" 20000 2 17.5
"Cephalophus callipygus" 18249.88 1 NA
"Cephalophus niger" 20399.99 2 14.8
"Cephalophus spadix" 56000.25 1 5.42
"Philantomba maxwellii" 8557.69 2 18.3
"Philantomba monticola" 4896.05 2 15.9
"Sylvicapra grimmia" 19499.79 1 15.4
"Addax nasomaculatus" 70000.32 1 28
"Hippotragus equinus" 269997.66 1 25.9
"Hippotragus leucophaeus" 150000 NA NA
"Hippotragus niger" 227499.27 1 22.2
"Oryx leucoryx" 87700 1 20.8
"Oryx beisa" 200576.52 NA 20
"Oryx dammah" 2e+05 1 27.5
"Oryx gazella" 169001.28 1 23.8
"Hyemoschus aquaticus" 10850.01 1 14
"Moschiola meminna" 2938.14 NA 14.5
"Tragulus versicolor" 3706.24 NA NA
"Tragulus williamsoni" 3706.24 NA NA
"Tragulus nigricans" 3706.24 NA NA
"Tragulus napu" 4950 1 16.7
"Tragulus kanchil" 3706.24 NA NA
"Tragulus javanicus" 2775 1 14
"Moschus cupreus" 2145.93 NA NA
"Moschus chrysogaster" 14500 1 NA
"Moschus anhuiensis" 2145.93 NA NA
"Moschus moschiferus" 13000 1 NA
"Moschus leucogaster" 2145.93 NA NA
"Moschus fuscus" 12.5 1 NA
"Moschus berezovskii" 9000 1 NA
"Alces americanus" 541460.44 1 25
"Alces alces" 356998.16 1 27
"Blastocerus dichotomus" 86666.25 1 NA
"Capreolus pygargus" 43752.21 NA NA
"Capreolus capreolus" 22500 NA 17.5
"Hippocamelus bisulcus" 70000.32 1 NA
"Hippocamelus antisensis" 68599.35 1 10.6
"Mazama rufina" 25999.8 NA NA
"Mazama americana" 22799.75 1 17.1
"Mazama bororo" 18809.87 NA NA
"Mazama bricenii" 16499.85 NA NA
"Mazama chunyi" 16499.85 NA NA
"Mazama gouazoubira" 16633.17 1 14.8
"Mazama pandora" 18809.87 NA NA
"Mazama temama" 18809.87 NA NA
"Mazama nana" 16499.85 NA NA
"Odocoileus hemionus" 54212.57 1 22
"Odocoileus virginianus" 55508.56 1 23
"Ozotoceros bezoarticus" 40000 1 21.9
"Pudu mephistophiles" 9599.97 NA 10
"Pudu puda" 9749.9 1 18.3
"Rangifer tarandus" 86033.98 1 21.8
"Axis kuhlii" 55000 1 17.8
"Axis calamianensis" 40500 NA 17.2
"Axis porcinus" 34418.5 1 22.9
"Axis axis" 67281.85 NA 20.8
"Cervus elaphus" 165015.85 1 31.5
"Cervus nippon" 53000 1 26.3
"Dama dama" 52375 1 21.1
"Elaphodus cephalophus" 33500 NA 22.7
"Elaphurus davidianus" 149000 1 27.5
"Muntiacus feae" 22000 2 NA
"Muntiacus crinifrons" 36140.99 2 NA
"Muntiacus gongshanensis" 19906.73 2 NA
"Muntiacus muntjak" 15925.79 1 18.8
"Muntiacus vuquangensis" 36690.82 NA NA
"Muntiacus putaoensis" 19506.63 NA NA
"Muntiacus atherodes" 15600 1 NA
"Muntiacus reevesi" 13500 1 23.2
"Muntiacus rooseveltorum" 10762.64 NA NA
"Muntiacus truongsonensis" 19506.63 NA NA
"Muntiacus puhoatensis" 19506.63 NA NA
"Przewalskium albirostris" 161681.9 NA 18
"Rucervus schomburgki" 107626.42 NA NA
"Rucervus eldii" 95471.61 1 20.5
"Rucervus duvaucelii" 171223.86 1 24.5
"Rusa unicolor" 177522.9 1 26.4
"Rusa alfredi" 46475.04 NA 18.5
"Rusa marianna" 49457.61 NA NA
"Rusa timorensis" 66375.5 1 21.1
"Hydropotes inermis" 14000 NA 13.9
"Antilocapra americana" 46082.92 1 15.5
"Giraffa camelopardalis" 899994.8 1 39.5
"Okapia johnstoni" 230001.15 1 33.5
"Balaena mysticetus" 1e+08 3 211
"Eubalaena australis" 2.3e+07 3 70
"Eubalaena glacialis" 2.3e+07 3 67
"Eubalaena japonica" 2.3e+07 NA NA
"Balaenoptera physalus" 7e+07 3 114
"Balaenoptera acutorostrata" 1e+07 3 50
"Balaenoptera bonaerensis" 35089915.83 NA NA
"Balaenoptera borealis" 2e+07 3 74
"Balaenoptera edeni" 2e+07 3 72
"Balaenoptera musculus" 1.9e+08 3 110
"Megaptera novaeangliae" 3e+07 3 95
"Eschrichtius robustus" 28500000 2 77
"Caperea marginata" 3.2e+07 NA NA
"Cephalorhynchus commersonii" 72400 3 18
"Cephalorhynchus eutropia " 45000 NA NA
"Cephalorhynchus heavisidii" 40000 NA NA
"Cephalorhynchus hectori" 50000 3 20
"Delphinus capensis" 80000 NA NA
"Delphinus delphis" 80000 NA 20
"Feresa attenuata" 170000 NA NA
"Globicephala macrorhynchus" 726000 3 63
"Globicephala melas" 8e+05 3 60
"Grampus griseus" 387500 3 42.5
"Lagenodelphis hosei" 164000 NA NA
"Lagenorhynchus albirostris" 180000 3 NA
"Lagenorhynchus australis" 120000 NA NA
"Lagenorhynchus cruciger" 110000 NA NA
"Lagenorhynchus obliquidens" 120000 3 46
"Lagenorhynchus obscurus" 127500 3 NA
"Lagenorhynchus acutus" 182000 3 27
"Lissodelphis borealis" 113000 NA NA
"Lissodelphis peronii" 116000 NA NA
"Orcaella brevirostris" 190000 3 30
"Orcinus orca" 4300000 3 90
"Peponocephala electra" 206000 NA 47
"Pseudorca crassidens" 1360000 3 62.5
"Sotalia fluviatilis" 60000 3 NA
"Sousa chinensis" 280000 NA NA
"Sousa teuszii" 1e+05 NA NA
"Stenella attenuata" 57400 3 46
"Stenella longirostris" 50500 3 NA
"Stenella frontalis" 110000 NA NA
"Stenella coeruleoalba" 135900 3 57.5
"Stenella clymene" 68000 3 NA
"Tursiops aduncus" 175000 3 NA
"Tursiops truncatus" 175000 3 51.6
"Steno bredanensis" 130000 NA 32
"Delphinapterus leucas" 1360000 3 40
"Monodon monoceros" 9e+05 3 50
"Neophocaena phocaenoides" 32500 NA 33
"Phocoena dioptrica" 65000 NA NA
"Phocoena phocoena" 52500 3 20.4
"Phocoena sinus" 42500 3 NA
"Phocoena spinipinnis" 60000 3 NA
"Phocoenoides dalli" 102500 3 22
"Tasmacetus shepherdi" 2500000 3 NA
"Ziphius cavirostris" 4775000 3 62
"Berardius bairdii" 11380000 3 84
"Berardius arnuxii" 7e+06 3 NA
"Hyperoodon ampullatus" 5800000 3 37
"Hyperoodon planifrons" 3e+06 3 NA
"Indopacetus pacificus" 2200000 NA NA
"Mesoplodon carlhubbsi" 3400000 NA NA
"Mesoplodon stejnegeri" 4800000 NA NA
