species	order_pbdb	order_now	fam_pbdb	fam_now	genus	species	occ_pbdb	occ_now
Diprionomys agrarius	rodentia	NA	heteromyidae	NA	diprionomys	agrarius	6	NA
Adapidium huanghoense	cimolesta	NA	esthonychidae	NA	adapidium	huanghoense	1	NA
Azibius trerki	primates	primates	azibiidae	adapidae	azibius	trerki	11	5
Bubalus NA	NA	artiodactyla	NA	bovidae	bubalus	NA	NA	18
Neoplagiaulax kremnus	multituberculata	NA	neoplagiaulacidae	NA	neoplagiaulax	kremnus	3	NA
Bagacricetodon tongi	rodentia	NA	cricetidae	NA	bagacricetodon	tongi	1	NA
Bransatoglis complicatus	rodentia	rodentia	gliridae	gliridae	bransatoglis	complicatus	1	1
Pseudaelurus validus	carnivora	NA	felidae	NA	pseudaelurus	validus	7	NA
Desmanodon meuleni	NA	eulipotyphla	NA	talpidae	desmanodon	meuleni	NA	1
Vishnuonyx chinjiensis	carnivora	carnivora	mustelidae	mustelidae	vishnuonyx	chinjiensis	3	1
Paraenhydriodon csakvarensis	NA	carnivora	NA	mustelidae	paraenhydriodon	csakvarensis	NA	1
Byzantinia hellenicus	NA	rodentia	NA	muridae	byzantinia	hellenicus	NA	5
Catodontherium argentonicum	artiodactyla	NA	anoplotheriidae	NA	catodontherium	argentonicum	2	NA
Calomys arizonae	rodentia	NA	cricetidae	NA	calomys	arizonae	12	NA
Sorex savini	NA	eulipotyphla	NA	soricidae	sorex	savini	NA	2
Namilamadeta snideri	marsupialia	NA	wynyardiidae	NA	namilamadeta	snideri	1	NA
Kolpochoerus olduvaiensis	NA	artiodactyla	NA	suidae	kolpochoerus	olduvaiensis	NA	7
Miodyromys vagus	rodentia	rodentia	gliridae	gliridae	miodyromys	vagus	1	2
Villanyia exilis	NA	rodentia	NA	muridae	villanyia	exilis	NA	4
Cormohipparion theobaldi	NA	perissodactyla	NA	equidae	cormohipparion	theobaldi	NA	2
Myospalax armandi	NA	rodentia	NA	muridae	myospalax	armandi	NA	1
Prophoca proxima	carnivora	NA	phocidae	NA	prophoca	proxima	5	NA
Sorex edwardsi	NA	NA	soricidae	NA	sorex	edwardsi	3	NA
Martes campestris	carnivora	NA	mustelidae	NA	martes	campestris	1	NA
Desmathyus brachydontus	artiodactyla	NA	tayassuidae	NA	desmathyus	brachydontus	8	NA
Glyptotherium cylindricum	hicanodonta	NA	sclerocalyptidae	NA	glyptotherium	cylindricum	7	NA
Teilhardina magnoliana	primates	NA	omomyidae	NA	teilhardina	magnoliana	1	NA
Zygolophodon gobiensis	NA	proboscidea	NA	mammutidae	zygolophodon	gobiensis	NA	1
Mammut americanum	proboscidea	NA	mammutidae	NA	mammut	americanum	342	NA
Nyanzapithecus vancouveringorum	NA	primates	NA	parapapioidae	nyanzapithecus	vancouveringorum	NA	2
Madakoala devisi	diprotodontia	NA	phascolarctidae	NA	madakoala	devisi	2	NA
Mimomys tornensis	NA	rodentia	NA	muridae	mimomys	tornensis	NA	5
Haplomys arboraptus	rodentia	NA	allomyidae	NA	haplomys	arboraptus	1	NA
Megalotragus NA	NA	artiodactyla	NA	bovidae	megalotragus	NA	NA	13
Neosteiromys tordillense	rodentia	NA	erethizontidae	NA	neosteiromys	tordillense	1	NA
Hippopotamodon NA	NA	artiodactyla	NA	suidae	hippopotamodon	NA	NA	2
Lemur catta	primates	primates	lemuridae	lemuridae	lemur	catta	2	2
Dasypus sabanicola	cingulata	cingulata	dasypodidae	dasypodidae	dasypus	sabanicola	1	1
Promartes vantasselensis	carnivora	NA	mustelidae	NA	promartes	vantasselensis	1	NA
Haplomys liolophus	rodentia	NA	allomyidae	NA	haplomys	liolophus	2	NA
Pseudaxis grayi	NA	artiodactyla	NA	cervidae	pseudaxis	grayi	NA	1
Repomys panacaensis	rodentia	NA	cricetidae	NA	repomys	panacaensis	2	NA
Hypolagus NA	NA	lagomorpha	NA	leporidae	hypolagus	NA	NA	31
Arctogalidia NA	NA	carnivora	NA	find out	arctogalidia	NA	NA	1
Periconodon helveticus	primates	NA	notharctidae	NA	periconodon	helveticus	1	NA
Harrymys irvini	rodentia	NA	heteromyidae	NA	harrymys	irvini	5	NA
Axis porcinus	NA	artiodactyla	NA	cervidae	axis	porcinus	NA	6
Dinohippus interpolatus	perissodactyla	NA	equidae	NA	dinohippus	interpolatus	15	NA
Stygimys jepseni	multituberculata	NA	eucosmodontidae	NA	stygimys	jepseni	6	NA
Eptesicus hottentotus	NA	chiroptera	NA	vespertilionidae	eptesicus	hottentotus	NA	4
Ondatra zibethicus	rodentia	NA	cricetidae	NA	ondatra	zibethicus	58	NA
Propyrotherium saxeum	NA	NA	pyrotheriidae	NA	propyrotherium	saxeum	2	NA
Acerorhinus tsaidamensis	NA	perissodactyla	NA	rhinocerotidae	acerorhinus	tsaidamensis	NA	4
Eoconodon gaudrianus	acreodi	NA	triisodontidae	NA	eoconodon	gaudrianus	3	NA
Mellivora benfieldi	NA	carnivora	NA	mustelidae	mellivora	benfieldi	NA	4
Sorex bor	NA	eulipotyphla	soricidae	soricidae	sorex	bor	12	7
Deuterogonodon montanus	NA	NA	arctocyonidae	NA	deuterogonodon	montanus	1	NA
Dicrocerus elegans	artiodactyla	artiodactyla	cervidae	cervidae	dicrocerus	elegans	16	48
Cephalorhynchus eutropia	cetacea	NA	delphinidae	NA	cephalorhynchus	eutropia	2	NA
Sus falconeri	NA	artiodactyla	NA	suidae	sus	falconeri	NA	1
Anayatherium ekecoa	notoungulata	NA	leontiniidae	NA	anayatherium	ekecoa	1	NA
Qurliqnoria NA	NA	artiodactyla	NA	bovidae	qurliqnoria	NA	NA	2
Heteroxerus ignis	NA	rodentia	NA	sciuridae	heteroxerus	ignis	NA	3
Protolabis barstowensis	artiodactyla	NA	camelidae	NA	protolabis	barstowensis	1	NA
Arfia junnei	hyaenodonta	NA	hyaenodontidae	NA	arfia	junnei	17	NA
Chodsigoa NA	NA	eulipotyphla	NA	soricidae	chodsigoa	NA	NA	1
Sciurotamias NA	NA	rodentia	NA	sciuridae	sciurotamias	NA	NA	10
Phronetragus arcnethensis	NA	artiodactyla	NA	bovidae	phronetragus	arcnethensis	NA	1
Ochotona princeps	lagomorpha	NA	ochotonidae	NA	ochotona	princeps	11	NA
Mimomys proseki	NA	rodentia	NA	muridae	mimomys	proseki	NA	1
Didymictis altidens	NA	NA	viverravidae	NA	didymictis	altidens	24	NA
Nototherium watutense	diprotodontia	NA	diprotodontidae	NA	nototherium	watutense	1	NA
Protosteiromys asmodeophilus	rodentia	NA	erethizontidae	NA	protosteiromys	asmodeophilus	1	NA
Sivaladapis NA	NA	primates	NA	adapidae	sivaladapis	NA	NA	1
Hipparion tchicoicum	NA	perissodactyla	NA	equidae	hipparion	tchicoicum	NA	6
Titanomys NA	NA	lagomorpha	NA	ochotonidae	titanomys	NA	NA	2
Ashleycetus planicapitis	cetacea	NA	ashleycetidae	NA	ashleycetus	planicapitis	1	NA
Pseudotheridomys hesperus	rodentia	NA	eomyidae	NA	pseudotheridomys	hesperus	2	NA
Felis libyca	carnivora	NA	felidae	NA	felis	libyca	31	NA
Mustelavus priscus	carnivora	NA	mustelidae	NA	mustelavus	priscus	2	NA
Diamantomys timius	rodentia	NA	diamantomyidae	NA	diamantomys	timius	2	NA
Diplobune minor	NA	artiodactyla	NA	anoplotheriidae	diplobune	minor	NA	1
Alephis tigneresi	NA	artiodactyla	NA	bovidae	alephis	tigneresi	NA	1
Mimomys teilhardi	NA	rodentia	NA	muridae	mimomys	teilhardi	NA	1
Steneofiber gradatus	rodentia	NA	castoridae	NA	steneofiber	gradatus	22	NA
Hippotragus priscus	NA	artiodactyla	NA	bovidae	hippotragus	priscus	NA	2
Cervulus orientalis	NA	artiodactyla	NA	cervidae	cervulus	orientalis	NA	1
Eothenomys melanogaster	NA	rodentia	NA	muridae	eothenomys	melanogaster	NA	2
Rhagapodemus hautimagnensis	NA	rodentia	NA	muridae	rhagapodemus	hautimagnensis	NA	19
Dolomys NA	NA	rodentia	NA	muridae	dolomys	NA	NA	3
Notiosorex crawfordi	NA	NA	soricidae	NA	notiosorex	crawfordi	11	NA
Kamoyopithecus hamiltoni	NA	primates	NA	incertae sedis	kamoyopithecus	hamiltoni	NA	1
Hyaenodon raineyi	hyaenodonta	NA	hyaenodontidae	NA	hyaenodon	raineyi	1	NA
Glyptodon euphractus	xenarthra	NA	glyptodontidae	NA	glyptodon	euphractus	2	NA
Andinodus boliviensis	condylarthra	NA	hyopsodontidae	NA	andinodus	boliviensis	1	NA
Dorcatherium peneckei	artiodactyla	artiodactyla	tragulidae	tragulidae	dorcatherium	peneckei	3	8
Dasymys NA	NA	rodentia	NA	muridae	dasymys	NA	NA	9
Miohyaenotherium bessarabicum	NA	carnivora	NA	hyaenidae	miohyaenotherium	bessarabicum	NA	4
Euceratherium collinum	artiodactyla	NA	bovidae	NA	euceratherium	collinum	14	NA
Kowalskia schaubi	NA	rodentia	NA	muridae	kowalskia	schaubi	NA	2
Chiromyoides campanicus	primates	NA	plesiadapidae	NA	chiromyoides	campanicus	2	NA
Atlantoxerus martini	NA	rodentia	NA	sciuridae	atlantoxerus	martini	NA	9
Metasayimys NA	NA	rodentia	NA	ctenodactylidae	metasayimys	NA	NA	1
Miohippus obliquidens	perissodactyla	NA	equidae	NA	miohippus	obliquidens	10	NA
Galileomys eurygnathus	rodentia	NA	acaremyidae	NA	galileomys	eurygnathus	7	NA
Pseudocricetodon incertus	rodentia	rodentia	cricetidae	muridae	pseudocricetodon	incertus	1	10
Paromomys maturus	primates	NA	paromomyidae	NA	paromomys	maturus	8	NA
Democricetodon vindoboniensis	rodentia	NA	cricetidae	NA	democricetodon	vindoboniensis	1	NA
Xinyuictis tenuis	NA	NA	NA	NA	xinyuictis	tenuis	1	NA
Oligodyromys bahloi	NA	rodentia	NA	gliridae	oligodyromys	bahloi	NA	2
Nectomys squamipes	rodentia	NA	cricetidae	NA	nectomys	squamipes	2	NA
Damaliscus gentryi	NA	artiodactyla	NA	bovidae	damaliscus	gentryi	NA	1
Dolomys odessanus	NA	rodentia	NA	muridae	dolomys	odessanus	NA	1
Cubacyon transversidens	carnivora	NA	canidae	NA	cubacyon	transversidens	1	NA
Canis familiaris	carnivora	NA	canidae	NA	canis	familiaris	16	NA
Eucholoeops ingens	xenarthra	NA	NA	NA	eucholoeops	ingens	5	NA
Lucentia NA	NA	artiodactyla	NA	cervidae	lucentia	NA	NA	1
Cricetus kormosi	rodentia	rodentia	cricetidae	muridae	cricetus	kormosi	6	2
Pseudotheridomys bouziguensis	NA	rodentia	NA	eomyidae	pseudotheridomys	bouziguensis	NA	7
Chilotherium kiliasi	NA	perissodactyla	NA	rhinocerotidae	chilotherium	kiliasi	NA	2
Aporotus recurvirostris	cetacea	NA	ziphiidae	NA	aporotus	recurvirostris	3	NA
Desmatolagus youngi	lagomorpha	NA	leporidae	NA	desmatolagus	youngi	5	NA
Bos acutifrons	NA	artiodactyla	NA	bovidae	bos	acutifrons	NA	1
Micodon kiotensis	primates	NA	cebidae	NA	micodon	kiotensis	1	NA
Ursus NA	NA	carnivora	NA	ursidae	ursus	NA	NA	29
Glyptodon petaliferus	xenarthra	NA	glyptodontidae	NA	glyptodon	petaliferus	1	NA
Paenemarmota nevadensis	rodentia	NA	sciuridae	NA	paenemarmota	nevadensis	2	NA
Iberodon quadrituberculatus	multituberculata	NA	pinheirodontidae	NA	iberodon	quadrituberculatus	1	NA
Gazella picticaudata	NA	artiodactyla	NA	bovidae	gazella	picticaudata	NA	1
Mimomys ostramosensis	NA	rodentia	NA	muridae	mimomys	ostramosensis	NA	7
Microparamys hottingeri	rodentia	NA	ischyromyidae	NA	microparamys	hottingeri	1	NA
Nguruwe kijivium	artiodactyla	artiodactyla	suidae	suidae	nguruwe	kijivium	4	18
Miosiren kocki	sirenia	NA	trichechidae	NA	miosiren	kocki	1	NA
Morenocetus parvus	cetacea	NA	balaenidae	NA	morenocetus	parvus	1	NA
Vormela petenyii	NA	carnivora	NA	mustelidae	vormela	petenyii	NA	2
Diorocetus shobarensis	cetacea	NA	NA	NA	diorocetus	shobarensis	1	NA
Peridyromys turbatus	rodentia	rodentia	gliridae	gliridae	peridyromys	turbatus	1	5
Allactaga anderssoni	NA	rodentia	NA	dipodidae	allactaga	anderssoni	NA	1
Myotomys turneri	NA	rodentia	NA	muridae	myotomys	turneri	NA	1
Oxynocricetodon leptaleos	rodentia	NA	cricetidae	NA	oxynocricetodon	leptaleos	3	NA
Chleuastochoerus NA	NA	artiodactyla	NA	suidae	chleuastochoerus	NA	NA	3
Mygalea NA	NA	eulipotyphla	NA	talpidae	mygalea	NA	NA	4
Presbytis melalophos	NA	primates	NA	cercopithecidae	presbytis	melalophos	NA	2
Eomoropus major	perissodactyla	NA	chalicotheriidae	NA	eomoropus	major	1	NA
Megaptera novaeangliae	cetacea	NA	balaenopteridae	NA	megaptera	novaeangliae	21	NA
Brachyrhizomys blacki	NA	rodentia	NA	muridae	brachyrhizomys	blacki	NA	2
Pseudodama lyra	NA	artiodactyla	NA	cervidae	pseudodama	lyra	NA	7
Parietobalaena affinis	cetacea	NA	NA	NA	parietobalaena	affinis	6	NA
Pseudoltinomys crebrum	rodentia	NA	theridomyidae	NA	pseudoltinomys	crebrum	1	NA
Mizuhoptera kanayaensis	cetacea	NA	cetotheriidae	NA	mizuhoptera	kanayaensis	1	NA
Parachleuastochoerus huenermanni	NA	artiodactyla	NA	suidae	parachleuastochoerus	huenermanni	NA	12
Niviventer preconfucianus	NA	rodentia	NA	muridae	niviventer	preconfucianus	NA	14
Amphechinus akespensis	lipotyphla	NA	erinaceidae	NA	amphechinus	akespensis	1	NA
Aepycamelus major	artiodactyla	NA	camelidae	NA	aepycamelus	major	5	NA
Calomys gidleyi	rodentia	NA	cricetidae	NA	calomys	gidleyi	4	NA
Budorcas churcheri	NA	artiodactyla	NA	bovidae	budorcas	churcheri	NA	2
Chalicotherium baltavarense	NA	perissodactyla	NA	chalicotheriidae	chalicotherium	baltavarense	NA	1
Protictis agastor	NA	NA	viverravidae	NA	protictis	agastor	2	NA
Eumeryx NA	NA	artiodactyla	NA	cervidae	eumeryx	NA	NA	1
Chasmaporthetes ossifragus	carnivora	NA	hyaenidae	NA	chasmaporthetes	ossifragus	14	NA
Aframonius diedies	primates	NA	NA	NA	aframonius	diedies	1	NA
Rhinolophus wezensis	NA	chiroptera	NA	rhinolophidae	rhinolophus	wezensis	NA	2
Pitymimomys koenigswaldi	NA	rodentia	NA	arvicolidae	pitymimomys	koenigswaldi	NA	1
Eomanis krebsi	NA	pholidota	NA	manidae	eomanis	krebsi	NA	1
Makapania broomi	NA	artiodactyla	NA	bovidae	makapania	broomi	NA	3
Glyptotherium texanum	hicanodonta	NA	sclerocalyptidae	NA	glyptotherium	texanum	10	NA
Ectocion osbornianus	NA	NA	phenacodontidae	NA	ectocion	osbornianus	256	NA
Bunophorus etsagicus	artiodactyla	NA	diacodexeidae	NA	bunophorus	etsagicus	14	NA
Chlorotalpa villosus	NA	chrysochloridea	NA	chrysochloridae	chlorotalpa	villosus	NA	1
Elomeryx NA	NA	artiodactyla	NA	anthracotheriidae	elomeryx	NA	NA	1
Polgardia pannonica	NA	carnivora	NA	mustelidae	polgardia	pannonica	NA	1
Taucanamo primum	artiodactyla	artiodactyla	NA	palaeochoeridae	taucanamo	primum	1	14
Argentodites coloniensis	multituberculata	NA	NA	NA	argentodites	coloniensis	1	NA
Utemylus latomius	macroscelidea	NA	apheliscidae	NA	utemylus	latomius	1	NA
Albertogaudrya carahuasensis	astrapotheria	NA	trigonostylopidae	NA	albertogaudrya	carahuasensis	1	NA
Zemiodontomys burkei	rodentia	NA	eomyidae	NA	zemiodontomys	burkei	4	NA
Zramys hamamai	NA	rodentia	NA	muridae	zramys	hamamai	NA	1
Maximucinus murheadae	dasyuromorphia	NA	thylacinidae	NA	maximucinus	murheadae	1	NA
Varalphadon creber	didelphimorphia	NA	NA	NA	varalphadon	creber	3	NA
Cricetinus janossyi	NA	rodentia	NA	muridae	cricetinus	janossyi	NA	1
Desmatolagus robustus	lagomorpha	lagomorpha	leporidae	ochotonidae	desmatolagus	robustus	8	1
Calomys winklerorum	rodentia	NA	cricetidae	NA	calomys	winklerorum	1	NA
Rusa timorensis	NA	artiodactyla	NA	cervidae	rusa	timorensis	NA	1
Castoroides leiseyorum	rodentia	NA	castoridae	NA	castoroides	leiseyorum	3	NA
Holmesina paulacoutoi	cingulata	NA	pampatheriidae	NA	holmesina	paulacoutoi	3	NA
Protemnodon brehus	diprotodontia	diprotodontia	macropodidae	macropodidae	protemnodon	brehus	10	1
Florentinoameghinia mystica	NA	NA	NA	NA	florentinoameghinia	mystica	2	NA
Anchistodelphys delicatus	NA	NA	NA	NA	anchistodelphys	delicatus	1	NA
Diplacodon elatus	perissodactyla	NA	brontotheriidae	NA	diplacodon	elatus	2	NA
Acritophiomys bowni	rodentia	NA	NA	NA	acritophiomys	bowni	1	NA
Lambdoceras hessei	artiodactyla	NA	protoceratidae	NA	lambdoceras	hessei	1	NA
Spermophilus cragini	rodentia	NA	sciuridae	NA	spermophilus	cragini	1	NA
Paraethomys abaigari	NA	rodentia	NA	muridae	paraethomys	abaigari	NA	3
Dicerorhinus NA	NA	perissodactyla	NA	rhinocerotidae	dicerorhinus	NA	NA	25
Hyperoodon ampullatus	cetacea	NA	ziphiidae	NA	hyperoodon	ampullatus	5	NA
Loveina wapitiensis	primates	NA	omomyidae	NA	loveina	wapitiensis	3	NA
Pachyacanthus NA	NA	cetacea	NA	balaenidae	pachyacanthus	NA	NA	1
Aelurodon mcgrewi	carnivora	NA	canidae	NA	aelurodon	mcgrewi	9	NA
Vespertilio NA	NA	chiroptera	NA	vespertilionidae	vespertilio	NA	NA	1
Eoletes tianshanicus	perissodactyla	NA	lophialetidae	NA	eoletes	tianshanicus	1	NA
Propotamochoerus palaeochoerus	NA	artiodactyla	NA	suidae	propotamochoerus	palaeochoerus	NA	34
Yunnanotherium simplex	NA	artiodactyla	NA	tragulidae	yunnanotherium	simplex	NA	1
Phocoena sinus	cetacea	NA	phocoenidae	NA	phocoena	sinus	1	NA
Hispanomys decedens	NA	rodentia	NA	muridae	hispanomys	decedens	NA	1
Temnocyon subferox	carnivora	NA	amphicyonidae	NA	temnocyon	subferox	1	NA
Belbus djurabensis	NA	carnivora	NA	hyaenidae	belbus	djurabensis	NA	1
Leptalestes prokrejcii	NA	NA	pediomyidae	NA	leptalestes	prokrejcii	6	NA
Equus midlandensis	perissodactyla	NA	equidae	NA	equus	midlandensis	1	NA
Lantanotherium sansaniense	NA	eulipotyphla	NA	erinaceidae	lantanotherium	sansaniense	NA	29
Pontifactor bestiola	NA	NA	nyctitheriidae	NA	pontifactor	bestiola	2	NA
Robiatherium cournovense	artiodactyla	NA	anoplotheriidae	NA	robiatherium	cournovense	1	NA
Microtherium renggeri	NA	artiodactyla	NA	cainotheriidae	microtherium	renggeri	NA	1
Pakilestes lathrius	NA	proteutheria	plesiosoricidae	indet.	pakilestes	lathrius	1	1
Gazella negevensis	NA	artiodactyla	NA	bovidae	gazella	negevensis	NA	1
Argyrocetus bakersfieldensis	cetacea	NA	NA	NA	argyrocetus	bakersfieldensis	2	NA
Xenacodon mutilatus	NA	NA	NA	NA	xenacodon	mutilatus	1	NA
Palaeotragus robinsoni	NA	artiodactyla	NA	giraffidae	palaeotragus	robinsoni	NA	1
Nabotherium aegyptiacum	artiodactyla	NA	anthracotheriidae	NA	nabotherium	aegyptiacum	4	NA
Lophiodon rhinocerodes	NA	perissodactyla	NA	lophiodontidae	lophiodon	rhinocerodes	NA	1
Cebus apella	primates	NA	cebidae	NA	cebus	apella	2	NA
Eppsinycteris anglica	chiroptera	NA	emballonuridae	NA	eppsinycteris	anglica	2	NA
Yindirtemys shevyrevae	rodentia	rodentia	ctenodactylidae	ctenodactylidae	yindirtemys	shevyrevae	14	1
Huerzelerimys turoliensis	rodentia	rodentia	muridae	muridae	huerzelerimys	turoliensis	15	31
Copelemur tutus	primates	NA	notharctidae	NA	copelemur	tutus	3	NA
Cervus aristotelis	NA	artiodactyla	NA	cervidae	cervus	aristotelis	NA	1
Chiromyoides potior	primates	NA	plesiadapidae	NA	chiromyoides	potior	6	NA
Eudelphinus compressus	cetacea	NA	delphinidae	NA	eudelphinus	compressus	1	NA
Oriensarctos watasei	carnivora	NA	otariidae	NA	oriensarctos	watasei	1	NA
Cachiyacuy kummeli	rodentia	NA	NA	NA	cachiyacuy	kummeli	3	NA
Neocricetodon fahlbuschi	rodentia	NA	cricetidae	NA	neocricetodon	fahlbuschi	10	NA
Cremohipparion macedonicum	NA	perissodactyla	NA	equidae	cremohipparion	macedonicum	NA	13
Rhagapodemus athenensis	NA	rodentia	NA	muridae	rhagapodemus	athenensis	NA	2
Vaylatsia NA	NA	chiroptera	NA	rhinolophidae	vaylatsia	NA	NA	2
Cryptoprocta spelea	NA	carnivora	NA	eupleridae	cryptoprocta	spelea	NA	1
Mammuthus primigenius	proboscidea	proboscidea	elephantidae	elephantidae	mammuthus	primigenius	53	128
Kowalskia polonica	NA	rodentia	NA	muridae	kowalskia	polonica	NA	5
Democricetodon koenigswaldi	NA	rodentia	NA	muridae	democricetodon	koenigswaldi	NA	47
Patriocetus ehrlichii	cetacea	NA	NA	NA	patriocetus	ehrlichii	3	NA
Prolestodon antiquus	xenarthra	NA	mylodontidae	NA	prolestodon	antiquus	1	NA
Simplomys NA	NA	rodentia	NA	gliridae	simplomys	NA	NA	2
Viverravus lawsoni	NA	NA	viverravidae	NA	viverravus	lawsoni	1	NA
Hippotragus bohlini	NA	artiodactyla	NA	bovidae	hippotragus	bohlini	NA	1
Paramys savagei	NA	rodentia	NA	ischyromyidae	paramys	savagei	NA	1
Borsodia hungarica	NA	rodentia	NA	muridae	borsodia	hungarica	NA	4
Chilotherium habereri	NA	perissodactyla	NA	rhinocerotidae	chilotherium	habereri	NA	28
Cephalophus monticola	artiodactyla	NA	bovidae	NA	cephalophus	monticola	9	NA
Equus mosbachensis	NA	perissodactyla	NA	equidae	equus	mosbachensis	NA	5
Fucaia goedertorum	cetacea	NA	aetiocetidae	NA	fucaia	goedertorum	1	NA
Citellus cochisei	rodentia	NA	sciuridae	NA	citellus	cochisei	3	NA
Brevimalictis chikasha	carnivora	NA	mustelidae	NA	brevimalictis	chikasha	2	NA
Camelops sulcatus	artiodactyla	NA	camelidae	NA	camelops	sulcatus	1	NA
Nothokemas waldropi	artiodactyla	NA	camelidae	NA	nothokemas	waldropi	6	NA
Martes sainjoni	NA	carnivora	NA	mustelidae	martes	sainjoni	NA	3
Thyrohyrax microdon	hyracoidea	NA	pliohyracidae	NA	thyrohyrax	microdon	1	NA
Paranamatomys storeri	rodentia	NA	eomyidae	NA	paranamatomys	storeri	1	NA
Tapirus olivaresi	perissodactyla	NA	tapiridae	NA	tapirus	olivaresi	1	NA
Protatera almenarensis	NA	rodentia	NA	muridae	protatera	almenarensis	NA	2
Nonomys simplicidens	rodentia	NA	NA	NA	nonomys	simplicidens	2	NA
Hydrochoerus ballesterensis	rodentia	NA	caviidae	NA	hydrochoerus	ballesterensis	1	NA
Eudolops hernandezi	polydolopimorphia	NA	polydolopidae	NA	eudolops	hernandezi	1	NA
Perognathus coquorum	rodentia	NA	heteromyidae	NA	perognathus	coquorum	3	NA
Hexaprotodon sahabiensis	artiodactyla	NA	hippopotamidae	NA	hexaprotodon	sahabiensis	1	NA
Issiodoromys NA	NA	rodentia	NA	theridomyidae	issiodoromys	NA	NA	1
Megatylopus matthewi	artiodactyla	NA	camelidae	NA	megatylopus	matthewi	11	NA
Amphictis antiqua	NA	carnivora	NA	incertae sedis	amphictis	antiqua	NA	7
Asoriculus gibberodon	NA	eulipotyphla	NA	soricidae	asoriculus	gibberodon	NA	60
Stenella rayi	cetacea	NA	delphinidae	NA	stenella	rayi	1	NA
Pakicetus chittas	cetacea	NA	pakicetidae	NA	pakicetus	chittas	1	NA
Lagomeryx colberti	NA	artiodactyla	NA	cervidae	lagomeryx	colberti	NA	2
Hippopotamus behemoth	artiodactyla	artiodactyla	hippopotamidae	hippopotamidae	hippopotamus	behemoth	4	2
Paracosoryx nevadensis	artiodactyla	NA	antilocapridae	NA	paracosoryx	nevadensis	3	NA
Amphilagus ulmensis	NA	lagomorpha	NA	ochotonidae	amphilagus	ulmensis	NA	18
Menelikia lyrocera	NA	artiodactyla	NA	bovidae	menelikia	lyrocera	NA	7
Megantereon eurynodon	carnivora	NA	felidae	NA	megantereon	eurynodon	3	NA
Scaptochirus primaevus	NA	eulipotyphla	NA	talpidae	scaptochirus	primaevus	NA	1
Archaeodesmana major	lipotyphla	eulipotyphla	talpidae	talpidae	archaeodesmana	major	2	2
Prototomus phobos	hyaenodonta	NA	hyaenodontidae	NA	prototomus	phobos	40	NA
Muntiacus NA	NA	artiodactyla	NA	cervidae	muntiacus	NA	NA	37
Prototomus deimos	hyaenodonta	NA	hyaenodontidae	NA	prototomus	deimos	12	NA
Indosiren koeningswaldi	sirenia	NA	dugongidae	NA	indosiren	koeningswaldi	1	NA
Bassariscus ogallalae	carnivora	NA	procyonidae	NA	bassariscus	ogallalae	3	NA
Teilhardina demissa	primates	NA	omomyidae	NA	teilhardina	demissa	1	NA
Steiromys duplicatus	rodentia	NA	erethizontidae	NA	steiromys	duplicatus	8	NA
Harrymys woodi	rodentia	NA	heteromyidae	NA	harrymys	woodi	2	NA
